id,sex,aim,age,height,weight,level,trainHands,trainLegs,trainBack,trainPress,trainChest,trainShoulders
3804,f,health,30,173,70,6,0,0,0,0,0,0
3805,f,health,28,176,79,5,0,0,0,0,0,0
3806,f,health,30,174,77,5,0,0,0,0,0,0
3807,f,health,27,166,65,7,0,0,0,0,0,0
3808,f,health,36,162,71,5,0,0,0,0,0,0
3809,f,health,26,164,69,7,0,0,0,0,0,0
3810,f,health,24,176,68,6,0,0,0,0,0,0
3811,f,health,23,167,68,8,0,0,0,0,0,0
3812,f,health,35,171,78,6,0,0,0,0,0,0
3813,f,health,24,170,69,7,0,0,0,0,0,0
3814,f,health,18,172,68,5,0,0,0,0,0,0
3815,f,health,22,169,70,7,0,0,0,0,0,0
3816,f,health,30,169,74,6,0,0,0,0,0,0
3817,f,health,21,172,62,5,0,0,0,0,0,0
3818,f,health,28,170,71,4,0,0,0,0,0,0
3819,f,health,29,167,67,5,0,0,0,0,0,0
3820,f,health,28,175,78,6,0,0,0,0,0,0
3821,f,health,29,165,66,5,0,0,0,0,0,0
3822,f,health,35,175,81,8,0,0,0,0,0,0
3823,f,health,21,168,69,5,0,0,0,0,0,0
3824,f,health,29,172,76,6,0,0,0,0,0,0
3825,f,health,34,166,61,6,0,0,0,0,0,0
3826,f,health,30,170,75,6,0,0,0,0,0,0
3827,f,health,30,163,67,7,0,0,0,0,0,0
3828,f,health,30,171,65,6,0,0,0,0,0,0
3829,f,health,33,169,68,7,0,0,0,0,0,0
3830,f,health,27,161,62,5,0,0,0,0,0,0
3831,f,health,22,162,62,5,0,0,0,0,0,0
3832,f,health,26,171,72,7,0,0,0,0,0,0
3833,f,health,21,166,61,5,0,0,0,0,0,0
3834,f,health,28,174,66,5,0,0,0,0,0,0
3835,f,health,31,171,75,5,0,0,0,0,0,0
3836,f,health,26,168,66,4,0,0,0,0,0,0
3837,f,health,32,174,67,7,0,0,0,0,0,0
3838,f,health,30,171,75,8,0,0,0,0,0,0
3839,f,health,22,167,71,6,0,0,0,0,0,0
3840,f,health,28,170,67,5,0,0,0,0,0,0
3841,f,health,25,164,61,6,0,0,0,0,0,0
3842,f,health,22,168,58,6,0,0,0,0,0,0
3843,f,health,29,170,65,4,0,0,0,0,0,0
3844,f,health,34,168,75,7,0,0,0,0,0,0
3845,f,health,21,164,67,6,0,0,0,0,0,0
3846,f,health,23,171,69,6,0,0,0,0,0,0
3847,f,health,18,175,71,6,0,0,0,0,0,0
3848,f,health,27,167,62,5,0,0,0,0,0,0
3849,f,health,22,169,73,8,0,0,0,0,0,0
3850,f,health,24,170,74,6,0,0,0,0,0,0
3851,f,health,38,162,61,6,0,0,0,0,0,0
3852,f,health,31,175,77,6,0,0,0,0,0,0
3853,f,health,20,169,77,7,0,0,0,0,0,0
3854,f,health,29,161,60,5,0,0,0,0,0,0
3855,f,health,35,158,62,5,0,0,0,0,0,0
3856,f,health,28,170,71,7,0,0,0,0,0,0
3857,f,health,29,173,72,7,0,0,0,0,0,0
3858,f,health,23,175,88,3,0,0,0,0,0,0
3859,f,health,23,172,73,7,0,0,0,0,0,0
3860,f,health,23,177,81,7,0,0,0,0,0,0
3861,f,health,20,171,66,7,0,0,0,0,0,0
3862,f,health,37,170,77,5,0,0,0,0,0,0
3863,f,health,20,167,76,6,0,0,0,0,0,0
3864,f,health,41,167,66,8,0,0,0,0,0,0
3865,f,health,22,174,80,6,0,0,0,0,0,0
3866,f,health,26,172,74,5,0,0,0,0,0,0
3867,f,health,27,168,74,5,0,0,0,0,0,0
3868,f,health,25,166,63,6,0,0,0,0,0,0
3869,f,health,27,163,65,5,0,0,0,0,0,0
3870,f,health,27,165,63,6,0,0,0,0,0,0
3871,f,health,25,166,67,6,0,0,0,0,0,0
3872,f,health,28,165,62,7,0,0,0,0,0,0
3873,f,health,41,162,63,5,0,0,0,0,0,0
3874,f,health,28,168,56,5,0,0,0,0,0,0
3875,f,health,18,160,58,6,0,0,0,0,0,0
3876,f,health,21,164,60,7,0,0,0,0,0,0
3877,f,health,31,171,76,6,0,0,0,0,0,0
3878,f,health,35,165,65,6,0,0,0,0,0,0
3879,f,health,26,166,70,5,0,0,0,0,0,0
3880,f,health,27,171,74,4,0,0,0,0,0,0
3881,f,health,24,167,71,6,0,0,0,0,0,0
3882,f,health,29,168,65,6,0,0,0,0,0,0
3883,f,health,40,172,69,5,0,0,0,0,0,0
3884,f,health,28,162,54,4,0,0,0,0,0,0
3885,f,health,22,172,68,7,0,0,0,0,0,0
3886,f,health,29,171,70,6,0,0,0,0,0,0
3887,f,health,30,170,76,7,0,0,0,0,0,0
3888,f,health,26,165,63,4,0,0,0,0,0,0
3889,f,health,28,165,64,7,0,0,0,0,0,0
3890,f,health,28,164,69,5,0,0,0,0,0,0
3891,f,health,22,174,69,6,0,0,0,0,0,0
3892,f,health,30,167,52,4,0,0,0,0,0,0
3893,f,health,20,171,68,5,0,0,0,0,0,0
3894,f,health,30,166,77,8,0,0,0,0,0,0
3895,f,health,27,173,78,7,0,0,0,0,0,0
3896,f,health,28,165,72,8,0,0,0,0,0,0
3897,f,health,28,164,54,9,0,0,0,0,0,0
3898,f,health,31,164,58,6,0,0,0,0,0,0
3899,f,health,32,175,71,7,0,0,0,0,0,0
3900,f,health,18,172,72,6,0,0,0,0,0,0
3901,f,health,28,167,66,7,0,0,0,0,0,0
3902,f,health,29,170,69,7,0,0,0,0,0,0
3903,f,health,31,165,61,5,0,0,0,0,0,0
3904,f,health,27,171,81,6,0,0,0,0,0,0
3905,f,health,23,176,77,3,0,0,0,0,0,0
3906,f,health,28,163,66,6,0,0,0,0,0,0
3907,f,health,30,168,63,7,0,0,0,0,0,0
3908,f,health,19,166,69,6,0,0,0,0,0,0
3909,f,health,20,177,78,5,0,0,0,0,0,0
3910,f,health,23,172,77,6,0,0,0,0,0,0
3911,f,health,33,170,78,7,0,0,0,0,0,0
3912,f,health,28,164,59,6,0,0,0,0,0,0
3913,f,health,22,165,57,4,0,0,0,0,0,0
3914,f,health,31,178,68,5,0,0,0,0,0,0
3915,f,health,28,169,64,7,0,0,0,0,0,0
3916,f,health,25,170,71,6,0,0,0,0,0,0
3917,f,health,22,168,64,5,0,0,0,0,0,0
3918,f,health,26,176,77,6,0,0,0,0,0,0
3919,f,health,30,170,60,5,0,0,0,0,0,0
3920,f,health,42,170,75,6,0,0,0,0,0,0
3921,f,health,32,175,82,6,0,0,0,0,0,0
3922,f,health,32,165,65,6,0,0,0,0,0,0
3923,f,health,27,165,68,6,0,0,0,0,0,0
3924,f,health,24,165,66,5,0,0,0,0,0,0
3925,f,health,32,167,70,6,0,0,0,0,0,0
3926,f,health,24,158,55,6,0,0,0,0,0,0
3927,f,health,22,170,75,6,0,0,0,0,0,0
3928,f,health,29,169,72,7,0,0,0,0,0,0
3929,f,health,35,166,60,6,0,0,0,0,0,0
3930,f,health,23,165,59,7,0,0,0,0,0,0
3931,f,health,42,176,72,6,0,0,0,0,0,0
3932,f,health,27,172,75,5,0,0,0,0,0,0
3933,f,health,29,172,70,8,0,0,0,0,0,0
3934,f,health,18,174,69,6,0,0,0,0,0,0
3935,f,health,26,173,61,6,0,0,0,0,0,0
3936,f,health,22,174,75,5,0,0,0,0,0,0
3937,f,health,25,177,77,5,0,0,0,0,0,0
3938,f,health,30,173,72,7,0,0,0,0,0,0
3939,f,health,30,180,83,7,0,0,0,0,0,0
3940,f,health,25,167,66,8,0,0,0,0,0,0
3941,f,health,35,166,66,7,0,0,0,0,0,0
3942,f,health,28,162,59,6,0,0,0,0,0,0
3943,f,health,26,180,75,6,0,0,0,0,0,0
3944,f,health,31,162,56,6,0,0,0,0,0,0
3945,f,health,20,167,63,7,0,0,0,0,0,0
3946,f,health,29,160,55,7,0,0,0,0,0,0
3947,f,health,32,174,81,5,0,0,0,0,0,0
3948,f,health,32,175,76,7,0,0,0,0,0,0
3949,f,health,30,173,71,5,0,0,0,0,0,0
3950,f,health,32,166,53,3,0,0,0,0,0,0
3951,f,health,27,169,69,7,0,0,0,0,0,0
3952,f,health,25,177,75,4,0,0,0,0,0,0
3953,f,health,28,169,68,6,0,0,0,0,0,0
3954,f,health,21,164,59,7,0,0,0,0,0,0
3955,f,health,28,163,58,7,0,0,0,0,0,0
3956,f,health,23,170,72,8,0,0,0,0,0,0
3957,f,health,24,174,77,5,0,0,0,0,0,0
3958,f,health,33,163,58,6,0,0,0,0,0,0
3959,f,health,23,162,66,6,0,0,0,0,0,0
3960,f,health,24,164,61,6,0,0,0,0,0,0
3961,f,health,27,170,76,6,0,0,0,0,0,0
3962,f,health,28,165,63,5,0,0,0,0,0,0
3963,f,health,25,164,68,6,0,0,0,0,0,0
3964,f,health,28,166,62,8,0,0,0,0,0,0
3965,f,health,26,180,84,5,0,0,0,0,0,0
3966,f,health,22,165,63,6,0,0,0,0,0,0
3967,f,health,33,171,71,7,0,0,0,0,0,0
3968,f,health,24,174,76,5,0,0,0,0,0,0
3969,f,health,28,172,69,4,0,0,0,0,0,0
3970,f,health,23,173,72,6,0,0,0,0,0,0
3971,f,health,31,174,73,8,0,0,0,0,0,0
3972,f,health,23,169,64,6,0,0,0,0,0,0
3973,f,health,25,169,68,5,0,0,0,0,0,0
3974,f,health,28,168,62,6,0,0,0,0,0,0
3975,f,health,23,176,72,7,0,0,0,0,0,0
3976,f,health,29,172,83,2,0,0,0,0,0,0
3977,f,health,29,181,82,5,0,0,0,0,0,0
3978,f,health,28,176,77,6,0,0,0,0,0,0
3979,f,health,27,179,81,5,0,0,0,0,0,0
3980,f,health,31,162,65,6,0,0,0,0,0,0
3981,f,health,21,166,60,7,0,0,0,0,0,0
3982,f,health,32,171,68,8,0,0,0,0,0,0
3983,f,health,33,168,73,6,0,0,0,0,0,0
3984,f,health,27,165,59,7,0,0,0,0,0,0
3985,f,health,25,174,76,6,0,0,0,0,0,0
3986,f,health,36,181,83,7,0,0,0,0,0,0
3987,f,health,28,174,84,7,0,0,0,0,0,0
3988,f,health,27,165,65,5,0,0,0,0,0,0
3989,f,health,29,171,80,6,0,0,0,0,0,0
3990,f,health,29,170,70,6,0,0,0,0,0,0
3991,f,health,36,168,63,3,0,0,0,0,0,0
3992,f,health,37,170,71,6,0,0,0,0,0,0
3993,f,health,26,167,71,6,0,0,0,0,0,0
3994,f,health,27,171,60,5,0,0,0,0,0,0
3995,f,health,29,171,70,5,0,0,0,0,0,0
3996,f,health,25,170,69,5,0,0,0,0,0,0
3997,f,health,34,181,78,5,0,0,0,0,0,0
3998,f,health,22,173,65,7,0,0,0,0,0,0
3999,f,health,25,171,70,7,0,0,0,0,0,0
4000,f,health,27,174,73,7,0,0,0,0,0,0
4001,f,health,30,169,65,4,0,0,0,0,0,0
4002,f,health,30,171,79,7,0,0,0,0,0,0
4003,f,health,31,169,78,7,0,0,0,0,0,0
4004,f,health,25,172,73,6,0,0,0,0,0,0
4005,f,health,34,176,73,6,0,0,0,0,0,0
4006,f,health,26,168,65,6,0,0,0,0,0,0
4007,f,health,25,166,58,5,0,0,0,0,0,0
4008,f,health,32,177,73,7,0,0,0,0,0,0
4009,f,health,27,177,72,7,0,0,0,0,0,0
4010,f,health,25,177,82,6,0,0,0,0,0,0
4011,f,health,30,177,78,6,0,0,0,0,0,0
4012,f,health,26,174,64,5,0,0,0,0,0,0
4013,f,health,33,169,67,6,0,0,0,0,0,0
4014,f,health,24,163,60,6,0,0,0,0,0,0
4015,f,health,35,170,76,4,0,0,0,0,0,0
4016,f,health,18,166,57,7,0,0,0,0,0,0
4017,f,health,30,171,70,7,0,0,0,0,0,0
4018,f,health,33,168,72,5,0,0,0,0,0,0
4019,f,health,30,168,64,7,0,0,0,0,0,0
4020,f,health,22,169,76,7,0,0,0,0,0,0
4021,f,health,24,173,81,6,0,0,0,0,0,0
4022,f,health,28,164,67,7,0,0,0,0,0,0
4023,f,health,28,169,75,5,0,0,0,0,0,0
4024,f,health,34,173,71,6,0,0,0,0,0,0
4025,f,health,27,164,72,6,0,0,0,0,0,0
4026,f,health,34,177,74,5,0,0,0,0,0,0
4027,f,health,21,155,51,5,0,0,0,0,0,0
4028,f,health,26,164,61,6,0,0,0,0,0,0
4029,f,health,26,170,69,5,0,0,0,0,0,0
4030,f,health,30,172,68,8,0,0,0,0,0,0
4031,f,health,34,167,63,7,0,0,0,0,0,0
4032,f,health,28,178,77,7,0,0,0,0,0,0
4033,f,health,28,167,66,7,0,0,0,0,0,0
4034,f,health,37,171,81,6,0,0,0,0,0,0
4035,f,health,31,174,65,6,0,0,0,0,0,0
4036,f,health,23,172,72,6,0,0,0,0,0,0
4037,f,health,26,171,72,5,0,0,0,0,0,0
4038,f,health,25,176,80,7,0,0,0,0,0,0
4039,f,health,29,176,73,5,0,0,0,0,0,0
4040,f,health,23,173,77,6,0,0,0,0,0,0
4041,f,health,34,178,72,6,0,0,0,0,0,0
4042,f,health,21,164,61,7,0,0,0,0,0,0
4043,f,health,35,173,59,1,0,0,0,0,0,0
4044,f,health,30,179,76,5,0,0,0,0,0,0
4045,f,health,29,170,68,6,0,0,0,0,0,0
4046,f,health,23,172,73,6,0,0,0,0,0,0
4047,f,health,20,174,82,6,0,0,0,0,0,0
4048,f,health,26,168,66,6,0,0,0,0,0,0
4049,f,health,21,177,80,8,0,0,0,0,0,0
4050,f,health,31,172,72,7,0,0,0,0,0,0
4051,f,health,25,174,79,8,0,0,0,0,0,0
4052,f,health,32,172,70,6,0,0,0,0,0,0
4053,f,health,23,179,75,7,0,0,0,0,0,0
4054,f,health,24,174,73,7,0,0,0,0,0,0
4055,f,health,30,164,64,5,0,0,0,0,0,0
4056,f,health,24,164,63,5,0,0,0,0,0,0
4057,f,health,18,167,77,6,0,0,0,0,0,0
4058,f,health,29,170,60,5,0,0,0,0,0,0
4059,f,health,24,168,65,6,0,0,0,0,0,0
4060,f,health,28,165,73,6,0,0,0,0,0,0
4061,f,health,22,168,73,5,0,0,0,0,0,0
4062,f,health,35,175,82,6,0,0,0,0,0,0
4063,f,health,19,168,69,5,0,0,0,0,0,0
4064,f,health,37,171,73,6,0,0,0,0,0,0
4065,f,health,22,175,77,7,0,0,0,0,0,0
4066,f,health,30,164,73,6,0,0,0,0,0,0
4067,f,health,23,164,66,7,0,0,0,0,0,0
4068,f,health,21,179,75,8,0,0,0,0,0,0
4069,f,health,26,166,74,6,0,0,0,0,0,0
4070,f,health,26,168,65,7,0,0,0,0,0,0
4071,f,health,27,175,69,5,0,0,0,0,0,0
4072,f,health,25,166,63,6,0,0,0,0,0,0
4073,f,health,21,171,64,5,0,0,0,0,0,0
4074,f,health,28,168,69,6,0,0,0,0,0,0
4075,f,health,26,172,66,5,0,0,0,0,0,0
4076,f,health,26,161,59,8,0,0,0,0,0,0
4077,f,health,36,169,76,7,0,0,0,0,0,0
4078,f,health,27,171,72,7,0,0,0,0,0,0
4079,f,health,32,162,74,3,0,0,0,0,0,0
4080,f,health,24,161,66,5,0,0,0,0,0,0
4081,f,health,23,171,73,5,0,0,0,0,0,0
4082,f,health,32,176,75,5,0,0,0,0,0,0
4083,f,health,25,170,81,1,0,0,0,0,0,0
4084,f,health,30,170,66,6,0,0,0,0,0,0
4085,f,health,32,176,70,6,0,0,0,0,0,0
4086,f,health,20,173,64,4,0,0,0,0,0,0
4087,f,health,22,171,73,6,0,0,0,0,0,0
4088,f,health,23,175,74,6,0,0,0,0,0,0
4089,f,health,28,175,68,7,0,0,0,0,0,0
4090,f,health,30,170,69,7,0,0,0,0,0,0
4091,f,health,26,170,69,6,0,0,0,0,0,0
4092,f,health,18,167,66,8,0,0,0,0,0,0
4093,f,health,25,166,72,7,0,0,0,0,0,0
4094,f,health,34,169,82,3,0,0,0,0,0,0
4095,f,health,23,177,73,6,0,0,0,0,0,0
4096,f,health,31,178,81,7,0,0,0,0,0,0
4097,f,health,21,176,71,7,0,0,0,0,0,0
4098,f,health,31,169,68,7,0,0,0,0,0,0
4099,f,health,33,175,72,7,0,0,0,0,0,0
4100,f,health,36,162,56,6,0,0,0,0,0,0
4101,f,health,26,168,69,6,0,0,0,0,0,0
4102,f,health,24,171,66,4,0,0,0,0,0,0
4103,f,health,22,169,70,5,0,0,0,0,0,0
4104,f,health,28,174,66,5,0,0,0,0,0,0
4105,f,health,33,170,77,6,0,0,0,0,0,0
4106,f,health,28,174,73,7,0,0,0,0,0,0
4107,f,health,25,171,72,6,0,0,0,0,0,0
4108,f,health,18,168,71,7,0,0,0,0,0,0
4109,f,health,21,162,66,6,0,0,0,0,0,0
4110,f,health,23,165,60,6,0,0,0,0,0,0
4111,f,health,20,164,59,6,0,0,0,0,0,0
4112,f,health,38,174,77,6,0,0,0,0,0,0
4113,f,health,27,163,62,6,0,0,0,0,0,0
4114,f,health,30,168,68,6,0,0,0,0,0,0
4115,f,health,18,173,68,6,0,0,0,0,0,0
4116,f,health,28,167,61,6,0,0,0,0,0,0
4117,f,health,27,167,68,7,0,0,0,0,0,0
4118,f,health,37,179,88,6,0,0,0,0,0,0
4119,f,health,32,172,64,6,0,0,0,0,0,0
4120,f,health,30,168,63,6,0,0,0,0,0,0
4121,f,health,28,172,74,6,0,0,0,0,0,0
4122,f,health,25,165,63,7,0,0,0,0,0,0
4123,f,health,26,174,73,6,0,0,0,0,0,0
4124,f,health,24,185,89,6,0,0,0,0,0,0
4125,f,health,28,177,73,7,0,0,0,0,0,0
4126,f,health,30,176,78,6,0,0,0,0,0,0
4127,f,health,28,180,90,4,0,0,0,0,0,0
4128,f,health,30,172,74,7,0,0,0,0,0,0
4129,f,health,31,172,79,7,0,0,0,0,0,0
4130,f,health,28,168,68,4,0,0,0,0,0,0
4131,f,health,23,168,70,6,0,0,0,0,0,0
4132,f,health,37,174,76,6,0,0,0,0,0,0
4133,f,health,31,168,61,5,0,0,0,0,0,0
4134,f,health,20,163,72,7,0,0,0,0,0,0
4135,f,health,27,172,70,7,0,0,0,0,0,0
4136,f,health,29,170,66,9,0,0,0,0,0,0
4137,f,health,35,170,72,6,0,0,0,0,0,0
4138,f,health,19,170,70,7,0,0,0,0,0,0
4139,f,health,32,169,67,6,0,0,0,0,0,0
4140,f,health,33,162,58,6,0,0,0,0,0,0
4141,f,health,29,171,71,7,0,0,0,0,0,0
4142,f,health,25,177,74,8,0,0,0,0,0,0
4143,f,health,24,172,74,5,0,0,0,0,0,0
4144,f,health,26,175,79,5,0,0,0,0,0,0
4145,f,health,33,174,72,5,0,0,0,0,0,0
4146,f,health,30,157,54,6,0,0,0,0,0,0
4147,f,health,22,167,64,6,0,0,0,0,0,0
4148,f,health,33,166,62,7,0,0,0,0,0,0
4149,f,health,30,169,77,6,0,0,0,0,0,0
4150,f,health,28,163,65,5,0,0,0,0,0,0
4151,f,health,25,177,81,5,0,0,0,0,0,0
4152,f,health,18,167,68,6,0,0,0,0,0,0
4153,f,health,24,176,78,6,0,0,0,0,0,0
4154,f,health,23,175,75,6,0,0,0,0,0,0
4155,f,health,30,174,76,6,0,0,0,0,0,0
4156,f,health,32,162,69,7,0,0,0,0,0,0
4157,f,health,35,172,68,4,0,0,0,0,0,0
4158,f,health,27,162,49,3,0,0,0,0,0,0
4159,f,health,32,170,67,4,0,0,0,0,0,0
4160,f,health,24,172,76,7,0,0,0,0,0,0
4161,f,health,33,170,69,6,0,0,0,0,0,0
4162,f,health,29,169,71,6,0,0,0,0,0,0
4163,f,health,29,162,54,7,0,0,0,0,0,0
4164,f,health,21,169,69,5,0,0,0,0,0,0
4165,f,health,27,170,71,6,0,0,0,0,0,0
4166,f,health,23,166,69,6,0,0,0,0,0,0
4167,f,health,26,164,61,5,0,0,0,0,0,0
4168,f,health,30,172,71,6,0,0,0,0,0,0
4169,f,health,31,175,68,7,0,0,0,0,0,0
4170,f,health,27,168,68,5,0,0,0,0,0,0
4171,f,health,31,176,72,5,0,0,0,0,0,0
4172,f,health,28,164,65,5,0,0,0,0,0,0
4173,f,health,27,170,64,5,0,0,0,0,0,0
4174,f,health,33,179,80,7,0,0,0,0,0,0
4175,f,health,22,168,65,8,0,0,0,0,0,0
4176,f,health,27,171,72,4,0,0,0,0,0,0
4177,f,health,29,170,63,6,0,0,0,0,0,0
4178,f,health,18,168,68,7,0,0,0,0,0,0
4179,f,health,21,169,66,6,0,0,0,0,0,0
4180,f,health,29,177,76,7,0,0,0,0,0,0
4181,f,health,31,172,71,5,0,0,0,0,0,0
4182,f,health,21,167,64,7,0,0,0,0,0,0
4183,f,health,26,171,72,5,0,0,0,0,0,0
4184,f,health,29,164,63,6,0,0,0,0,0,0
4185,f,health,25,167,66,8,0,0,0,0,0,0
4186,f,health,32,171,65,6,0,0,0,0,0,0
4187,f,health,32,176,73,7,0,0,0,0,0,0
4188,f,health,21,168,73,6,0,0,0,0,0,0
4189,f,health,26,173,82,6,0,0,0,0,0,0
4190,f,health,27,172,66,6,0,0,0,0,0,0
4191,f,health,23,175,70,7,0,0,0,0,0,0
4192,f,health,31,168,71,6,0,0,0,0,0,0
4193,f,health,32,168,71,5,0,0,0,0,0,0
4194,f,health,27,165,69,6,0,0,0,0,0,0
4195,f,health,29,178,75,7,0,0,0,0,0,0
4196,f,health,27,169,66,6,0,0,0,0,0,0
4197,f,health,30,168,66,6,0,0,0,0,0,0
4198,f,health,33,169,66,6,0,0,0,0,0,0
4199,f,health,25,169,65,5,0,0,0,0,0,0
4200,f,health,33,155,61,7,0,0,0,0,0,0
4201,f,health,27,173,72,6,0,0,0,0,0,0
4202,f,health,34,173,71,5,0,0,0,0,0,0
4203,f,health,33,169,71,6,0,0,0,0,0,0
4204,f,health,24,167,78,6,0,0,0,0,0,0
4205,f,health,26,168,75,6,0,0,0,0,0,0
4206,f,health,20,163,69,5,0,0,0,0,0,0
4207,f,health,29,174,70,4,0,0,0,0,0,0
4208,f,health,22,163,53,3,0,0,0,0,0,0
4209,f,health,29,169,70,6,0,0,0,0,0,0
4210,f,health,22,173,80,6,0,0,0,0,0,0
4211,f,health,24,176,71,7,0,0,0,0,0,0
4212,f,health,31,166,76,5,0,0,0,0,0,0
4213,f,health,30,165,68,5,0,0,0,0,0,0
4214,f,health,30,173,67,6,0,0,0,0,0,0
4215,f,health,28,168,76,6,0,0,0,0,0,0
4216,f,health,37,174,87,2,0,0,0,0,0,0
4217,f,health,25,168,68,5,0,0,0,0,0,0
4218,f,health,30,167,62,5,0,0,0,0,0,0
4219,f,health,28,164,63,6,0,0,0,0,0,0
4220,f,health,26,175,78,6,0,0,0,0,0,0
4221,f,health,31,169,73,7,0,0,0,0,0,0
4222,f,health,31,173,70,6,0,0,0,0,0,0
4223,f,health,26,165,71,5,0,0,0,0,0,0
4224,f,health,25,166,55,3,0,0,0,0,0,0
4225,f,health,23,170,71,4,0,0,0,0,0,0
4226,f,health,32,173,83,6,0,0,0,0,0,0
4227,f,health,31,178,83,6,0,0,0,0,0,0
4228,f,health,24,167,72,6,0,0,0,0,0,0
4229,f,health,27,164,65,6,0,0,0,0,0,0
4230,f,health,25,159,56,5,0,0,0,0,0,0
4231,f,health,27,164,69,6,0,0,0,0,0,0
4232,f,health,32,170,73,8,0,0,0,0,0,0
4233,f,health,25,167,72,7,0,0,0,0,0,0
4234,f,health,33,171,67,5,0,0,0,0,0,0
4235,f,health,28,165,58,5,0,0,0,0,0,0
4236,f,health,24,171,67,5,0,0,0,0,0,0
4237,f,health,35,175,71,5,0,0,0,0,0,0
4238,f,health,31,169,62,6,0,0,0,0,0,0
4239,f,health,32,165,61,5,0,0,0,0,0,0
4240,f,health,40,171,73,7,0,0,0,0,0,0
4241,f,health,27,167,75,6,0,0,0,0,0,0
4242,f,health,23,166,67,5,0,0,0,0,0,0
4243,f,health,27,160,55,5,0,0,0,0,0,0
4244,f,health,29,172,71,6,0,0,0,0,0,0
4245,f,health,27,173,71,5,0,0,0,0,0,0
4246,f,health,29,173,77,7,0,0,0,0,0,0
4247,f,health,34,171,74,6,0,0,0,0,0,0
4248,f,health,21,172,69,7,0,0,0,0,0,0
4249,f,health,35,169,75,4,0,0,0,0,0,0
4250,f,health,25,170,56,4,0,0,0,0,0,0
4251,f,health,32,174,72,7,0,0,0,0,0,0
4252,f,health,22,168,72,7,0,0,0,0,0,0
4253,f,health,25,159,59,7,0,0,0,0,0,0
4254,f,health,21,160,52,5,0,0,0,0,0,0
4255,f,health,30,162,55,6,0,0,0,0,0,0
4256,f,health,24,176,81,6,0,0,0,0,0,0
4257,f,health,25,170,74,6,0,0,0,0,0,0
4258,f,health,29,173,74,8,0,0,0,0,0,0
4259,f,health,18,176,80,6,0,0,0,0,0,0
4260,f,health,22,174,73,7,0,0,0,0,0,0
4261,f,health,36,167,68,6,0,0,0,0,0,0
4262,f,health,28,174,68,5,0,0,0,0,0,0
4263,f,health,20,173,75,7,0,0,0,0,0,0
4264,f,health,22,166,71,7,0,0,0,0,0,0
4265,f,health,22,168,67,6,0,0,0,0,0,0
4266,f,health,30,168,64,6,0,0,0,0,0,0
4267,f,health,27,170,68,4,0,0,0,0,0,0
4268,f,health,33,180,83,8,0,0,0,0,0,0
4269,f,health,21,179,82,5,0,0,0,0,0,0
4270,f,health,20,171,63,6,0,0,0,0,0,0
4271,f,health,22,171,70,8,0,0,0,0,0,0
4272,f,health,24,170,67,7,0,0,0,0,0,0
4273,f,health,32,168,72,7,0,0,0,0,0,0
4274,f,health,28,172,67,5,0,0,0,0,0,0
4275,f,health,28,162,61,5,0,0,0,0,0,0
4276,f,health,43,176,75,6,0,0,0,0,0,0
4277,f,health,27,176,72,7,0,0,0,0,0,0
4278,f,health,31,173,81,6,0,0,0,0,0,0
4279,f,health,34,175,73,4,0,0,0,0,0,0
4280,f,health,29,164,65,7,0,0,0,0,0,0
4281,f,health,26,156,60,6,0,0,0,0,0,0
4282,f,health,25,171,68,6,0,0,0,0,0,0
4283,f,health,23,161,52,5,0,0,0,0,0,0
4284,f,health,18,172,76,7,0,0,0,0,0,0
4285,f,health,25,167,63,6,0,0,0,0,0,0
4286,f,health,34,168,73,6,0,0,0,0,0,0
4287,f,health,29,172,74,6,0,0,0,0,0,0
4288,f,health,38,178,75,7,0,0,0,0,0,0
4289,f,health,30,168,69,6,0,0,0,0,0,0
4290,f,health,25,178,81,6,0,0,0,0,0,0
4291,f,health,30,169,72,6,0,0,0,0,0,0
4292,f,health,31,170,59,5,0,0,0,0,0,0
4293,f,health,26,169,58,7,0,0,0,0,0,0
4294,f,health,38,171,74,6,0,0,0,0,0,0
4295,f,health,25,166,67,7,0,0,0,0,0,0
4296,f,health,37,170,71,5,0,0,0,0,0,0
4297,f,health,28,164,57,4,0,0,0,0,0,0
4298,f,health,29,173,74,7,0,0,0,0,0,0
4299,f,health,23,168,67,3,0,0,0,0,0,0
4300,f,health,36,172,74,6,0,0,0,0,0,0
4301,f,health,32,171,70,6,0,0,0,0,0,0
4302,f,health,29,175,90,3,0,0,0,0,0,0
4303,f,health,24,165,71,6,0,0,0,0,0,0
4304,f,health,29,172,84,2,0,0,0,0,0,0
4305,f,health,24,167,66,7,0,0,0,0,0,0
4306,f,health,30,159,59,6,0,0,0,0,0,0
4307,f,health,27,159,61,6,0,0,0,0,0,0
4308,f,health,29,156,51,7,0,0,0,0,0,0
4309,f,health,22,169,59,5,0,0,0,0,0,0
4310,f,health,21,172,67,7,0,0,0,0,0,0
4311,f,health,27,172,70,6,0,0,0,0,0,0
4312,f,health,39,160,50,3,0,0,0,0,0,0
4313,f,health,28,175,78,6,0,0,0,0,0,0
4314,f,health,33,171,72,6,0,0,0,0,0,0
4315,f,health,30,169,75,6,0,0,0,0,0,0
4316,f,health,29,165,64,6,0,0,0,0,0,0
4317,f,health,27,176,79,6,0,0,0,0,0,0
4318,f,health,33,165,62,5,0,0,0,0,0,0
4319,f,health,30,178,79,6,0,0,0,0,0,0
